slice,grayvalue,area,mean_contrast,max_contrast,cx,cy
161,119,2,2.3123932,2.7748718,364,448
161,64,6,1.5195727,3.3034189,493,448
161,84,4,1.4535044,2.6427352,522,449
161,84,8,1.4039531,2.9070086,643,449
161,135,4,2.7418377,4.0962396,696,450
161,59,3,1.2332764,2.3784616,881,449
161,76,7,1.529011,3.1712823,964,450
161,94,2,1.7838463,2.1141882,973,448
161,102,3,1.8939601,2.2463248,336,451
161,134,8,1.9490173,5.021197,371,452
161,38,1,0.0,0.0,777,450
161,111,2,0.9910257,1.3213676,360,452
161,58,4,1.750812,2.7748718,490,452
161,118,6,2.3784618,3.5676925,536,453
161,143,5,1.9291966,5.021197,683,454
161,128,7,2.1330647,3.5676925,240,456
161,99,1,1.3213676,1.3213676,358,454
161,99,7,2.642735,4.2283764,404,456
161,61,6,1.6517094,2.9070086,448,455
161,118,4,2.279359,2.6427352,522,456
161,114,1,1.5856411,1.5856411,718,455
161,67,10,1.2420855,3.0391455,734,455
161,56,10,1.7442052,3.3034189,801,456
161,63,5,1.6384958,2.7748718,916,454
161,60,6,2.0701425,3.5676925,942,455
161,109,2,1.585641,2.2463248,197,458
161,115,4,2.6097012,4.360513,310,456
161,67,6,2.004074,3.6998293,426,458
161,104,4,2.1472223,2.9070086,494,456
161,134,6,2.004074,3.5676925,519,458
161,77,8,1.8829489,3.9641027,584,457
161,62,7,1.0004641,2.9070086,646,458
161,60,6,2.0481198,3.0391455,658,458
161,142,8,1.6351924,3.831966,752,457
161,111,4,1.6186752,2.5105984,780,458
161,104,4,1.6186752,3.4355557,894,456
161,53,3,2.1141882,2.5105984,371,459
161,74,8,1.8499147,3.6998293,706,459
161,73,4,1.8499147,3.5676925,316,460
161,45,4,2.0811539,2.6427352,468,460
161,60,6,1.7618235,3.4355557,568,462
161,118,3,0.6166382,1.1892308,621,460
161,109,1,0.92495733,0.92495733,217,463
161,60,1,1.7177778,1.7177778,539,463
161,104,4,0.59461546,1.3213676,597,463
161,47,4,1.9490172,3.4355557,624,464
161,118,9,1.615005,4.360513,790,464
161,51,4,2.3784618,2.9070086,920,462
161,106,2,1.2552992,2.1141882,965,464
161,123,7,1.3024911,3.4355557,152,466
161,129,4,1.3544017,2.9070086,256,466
161,88,7,1.5856411,3.0391455,540,466
161,91,4,2.1141882,3.5676925,544,464
161,120,3,0.9249573,1.7177778,794,465
161,117,1,1.1892308,1.1892308,928,465
161,77,6,1.6737323,3.9641027,934,465
161,50,2,2.0481198,2.9070086,998,466
161,59,1,3.1712823,3.1712823,366,466
161,60,6,2.0701425,3.3034189,470,468
161,134,13,1.331532,4.0962396,757,467
161,126,2,1.717778,2.1141882,826,466
161,78,2,1.1892308,1.4535043,854,466
161,120,10,1.2552992,4.2283764,862,467
161,98,8,1.8664317,3.9641027,876,468
161,82,1,1.3213676,1.3213676,239,469
161,77,1,0.0,0.0,404,468
161,64,6,1.2993449,2.9070086,415,470
161,118,4,1.9820514,2.6427352,802,470
161,67,4,2.5105984,3.0391455,886,470
161,71,4,2.411496,3.3034189,206,472
161,118,3,2.1141882,4.0962396,575,470
161,106,4,1.3213676,3.0391455,662,470
161,42,2,1.0570941,2.1141882,1032,472
161,51,4,1.8499147,3.1712823,292,474
161,65,7,2.189695,3.6998293,307,473
161,103,6,1.6076638,3.4355557,536,473
161,134,6,2.0481198,4.360513,656,474
161,114,6,1.5415955,2.7748718,786,474
161,117,6,2.004074,3.0391455,971,474
161,126,4,1.5856411,3.5676925,1066,474
161,113,6,1.0130485,2.6427352,276,476
161,73,6,1.8939601,3.5676925,439,474
161,82,6,1.8499147,3.5676925,526,475
161,81,1,0.0,0.0,774,474
161,119,6,1.5195727,3.4355557,996,475
161,47,1,0.52854705,0.52854705,373,477
161,58,6,1.0791168,2.6427352,682,477
161,118,7,0.94383395,3.0391455,806,478
161,43,2,0.72675216,1.1892308,911,478
161,49,7,1.9820513,3.5676925,983,477
161,124,2,2.2463248,2.2463248,253,480
161,72,8,1.6021581,3.0391455,432,479
161,66,2,1.8499146,1.9820514,488,480
161,111,8,1.750812,4.6247864,627,480
161,65,4,2.3454275,3.3034189,892,480
161,130,2,1.5195727,2.7748718,1044,480
161,124,6,1.9159831,2.6427352,376,481
161,100,9,1.4975499,3.0391455,399,482
161,79,6,1.2112535,3.1712823,764,482
161,123,6,1.2552992,3.3034189,1196,483
161,119,4,1.8499146,2.6427352,272,484
161,61,7,1.1514775,3.9641027,507,486
161,72,4,3.1052139,3.5676925,566,484
161,101,6,1.7618235,2.7748718,710,486
161,68,6,1.827892,3.9641027,988,486
161,37,4,1.4865385,3.3034189,996,486
161,116,2,1.8499146,2.3784616,246,488
161,115,4,2.6427352,4.2283764,338,488
161,114,5,1.6384958,2.6427352,474,487
161,66,5,1.0042393,2.5105984,727,487
161,106,4,1.3213676,2.6427352,828,488
161,44,2,1.2552992,1.7177778,890,486
161,106,4,2.44453,3.6998293,980,486
161,75,2,1.1231625,2.1141882,1080,486
161,54,10,1.7706325,3.3034189,1150,488
161,49,4,1.0240599,2.5105984,260,488
161,67,4,1.3544018,2.6427352,368,490
161,86,1,0.13213676,0.13213676,516,489
161,107,4,2.7748718,3.6998293,528,490
161,73,4,2.5766668,3.6998293,614,488
161,129,3,1.1011397,3.0391455,971,490
161,121,2,1.4535043,2.3784616,1053,490
161,120,13,1.7482709,3.9641027,356,492
161,135,6,1.8499146,4.0962396,704,491
161,105,5,1.876342,3.0391455,777,492
161,66,4,1.1561966,1.7177778,568,494
161,113,1,0.92495733,0.92495733,693,493
161,101,3,0.6166382,1.1892308,738,494
161,100,4,2.1802564,3.0391455,996,494
161,66,1,1.4535043,1.4535043,1252,493
161,101,1,1.0570941,1.0570941,266,494
161,97,1,0.0,0.0,456,494
161,60,4,1.9490172,3.1712823,748,496
161,59,5,2.2463248,3.0391455,897,495
161,85,2,2.7088037,3.5676925,1048,495
161,70,6,1.695755,4.360513,640,498
161,49,6,0.92495733,3.3034189,924,498
161,128,4,2.4775643,2.9070086,952,496
161,109,4,2.279359,3.1712823,96,498
161,124,4,2.5105984,3.9641027,240,498
161,101,3,2.3784616,3.3034189,333,500
161,81,6,1.2773219,2.7748718,362,500
161,128,6,1.7177778,3.5676925,377,500
161,69,12,1.5415955,4.4926496,484,500
161,65,1,1.3213676,1.3213676,634,499
161,76,4,2.2132907,3.4355557,684,499
161,46,2,0.0,0.0,784,498
161,111,7,2.0953114,3.6998293,853,500
161,130,7,1.4157511,3.0391455,283,501
161,51,2,2.1141882,2.5105984,337,500
161,112,4,1.9490172,3.1712823,444,502
161,105,3,1.0130485,2.6427352,642,502
161,95,2,1.7838463,2.6427352,694,501
161,65,2,1.0570941,1.5856411,709,500
161,96,2,2.1141882,2.7748718,847,502
161,62,6,2.224302,2.7748718,951,500
161,59,9,1.2626401,2.6427352,1027,501
161,68,2,1.7177778,1.7177778,1086,500
161,113,4,1.4204702,1.5856411,238,502
161,62,9,1.3947768,2.9070086,290,504
161,51,2,1.3213676,1.7177778,405,504
161,75,2,2.1141882,2.3784616,492,504
161,63,3,1.4535042,2.9070086,630,502
161,115,2,2.246325,2.5105984,874,502
161,109,2,1.8499146,2.2463248,1013,502
161,84,1,0.26427352,0.26427352,244,504
161,62,9,1.1598672,3.9641027,343,505
161,49,1,1.0570941,1.0570941,363,504
161,59,10,1.8499146,3.0391455,379,506
161,74,8,1.5195727,4.0962396,718,505
161,74,3,1.8499147,3.0391455,794,504
161,73,4,2.246325,2.5105984,202,506
161,57,1,1.5856411,1.5856411,410,507
161,105,4,1.222265,2.5105984,668,508
161,53,4,1.6517096,2.9070086,726,506
161,64,1,1.5856411,1.5856411,839,506
161,116,4,1.8829488,3.3034189,898,508
161,115,2,0.3303419,0.52854705,236,509
161,99,1,1.7177778,1.7177778,471,509
161,77,6,1.5415955,3.4355557,500,508
161,96,1,0.0,0.0,518,509
161,59,6,1.4755272,3.0391455,934,510
161,86,2,1.0570941,1.1892308,427,510
161,47,5,1.3742223,3.0391455,481,511
161,58,8,1.4039531,2.6427352,509,511
161,66,3,1.1892308,3.1712823,529,511
161,63,6,1.5636183,3.0391455,1074,511
161,72,2,2.5105984,3.1712823,286,513
161,130,8,1.7838464,4.0962396,759,513
161,68,16,1.949017,4.360513,911,515
161,111,3,1.1011397,1.8499147,303,515
161,111,8,1.9325001,3.3034189,321,516
161,55,4,1.915983,3.3034189,376,514
161,107,6,1.1011397,3.3034189,780,515
161,130,4,1.6847436,2.7748718,918,516
161,71,4,2.279359,4.0962396,206,518
161,110,8,1.5030557,3.1712823,411,517
161,41,1,0.13213676,0.13213676,660,517
161,62,5,1.5592136,2.7748718,665,517
161,60,6,1.1231624,3.1712823,678,517
161,49,1,0.7928206,0.7928206,940,517
161,110,13,1.3721894,3.5676925,129,520
161,114,4,1.4535044,2.1141882,266,518
161,81,6,1.5636183,2.6427352,293,520
161,53,2,1.3213675,2.3784616,492,518
161,52,1,0.52854705,0.52854705,662,518
161,105,1,0.92495733,0.92495733,731,519
161,31,1,0.0,0.0,733,518
161,59,6,1.6517094,2.2463248,156,521
161,63,6,2.2463248,3.1712823,248,521
161,96,1,0.92495733,0.92495733,504,521
161,127,6,1.5636183,4.2283764,766,522
161,103,4,2.5436325,4.0962396,828,520
161,93,2,2.5766668,3.5676925,898,520
161,137,9,1.9526877,4.2283764,936,522
161,45,1,0.13213676,0.13213676,1052,521
161,82,4,1.750812,2.6427352,92,522
161,59,2,2.3784616,3.4355557,312,522
161,53,1,1.5856411,1.5856411,334,523
161,63,4,1.717778,2.6427352,378,522
161,97,8,1.6021582,2.7748718,518,524
161,59,6,1.5195727,3.0391455,526,522
161,53,1,2.1141882,2.1141882,627,523
161,34,2,0.5946154,1.1892308,634,522
161,66,6,1.387436,2.6427352,218,526
161,98,7,1.2458608,2.5105984,481,527
161,109,5,1.9027693,3.0391455,507,524
161,67,6,2.3344162,3.5676925,540,526
161,99,4,2.8739743,3.1712823,784,526
161,113,6,1.6517096,3.1712823,864,526
161,117,2,1.7838461,2.3784616,426,527
161,104,2,0.19820514,0.26427352,678,527
161,109,6,1.3874359,2.6427352,742,527
161,98,6,1.4755272,3.6998293,764,528
161,60,7,1.4912577,2.7748718,792,527
161,69,2,2.44453,2.7748718,922,526
161,120,5,1.5327864,2.7748718,982,527
161,76,4,1.750812,3.1712823,1208,526
161,67,3,1.3213676,3.3034189,183,528
161,83,8,1.222265,2.7748718,390,530
161,82,1,0.3964103,0.3964103,427,529
161,54,6,1.2773219,2.5105984,445,528
161,68,12,1.8719374,4.0962396,946,530
161,103,6,1.6737323,3.6998293,156,531
161,51,3,0.748775,1.1892308,235,531
161,86,3,1.4975499,2.9070086,515,530
161,97,6,1.4535044,3.0391455,614,532
161,109,2,0.59461546,1.0570941,658,531
161,92,1,0.52854705,0.52854705,686,530
161,63,4,2.3454275,2.7748718,906,530
161,119,3,1.5856413,3.6998293,915,531
161,61,6,1.8278918,3.1712823,1062,532
161,51,8,1.5030557,2.9070086,305,533
161,46,1,0.26427352,0.26427352,834,533
161,66,4,2.477564,3.3034189,1126,532
161,94,1,3.0391455,3.0391455,485,534
161,116,6,2.0481198,3.3034189,578,535
161,58,7,2.0198047,3.5676925,862,535
161,59,2,1.7838461,2.3784616,1147,534
161,123,3,2.3784616,3.6998293,269,538
161,82,1,2.9070086,2.9070086,515,536
161,110,4,3.1382482,3.5676925,986,536
161,137,7,1.9065447,3.831966,1073,537
161,50,1,0.0,0.0,261,538
161,74,6,1.4535042,3.9641027,304,540
161,71,8,1.5195727,3.3034189,500,539
161,124,2,1.7838463,3.0391455,920,540
161,76,4,1.6517096,2.6427352,1088,540
161,125,4,2.5436325,3.1712823,394,540
161,46,4,1.0240599,3.3034189,452,540
161,107,6,1.6517096,2.7748718,544,542
161,72,1,3.1712823,3.1712823,695,540
161,103,6,1.9159831,4.0962396,743,540
161,67,6,1.4094588,3.4355557,787,540
161,105,1,1.7177778,1.7177778,948,541
161,62,4,2.3123932,2.5105984,1060,542
161,72,1,3.1712823,3.1712823,135,542
161,99,4,2.246325,3.3034189,229,543
161,110,6,1.7618237,3.5676925,256,542
161,111,8,1.5526069,2.7748718,320,544
161,54,6,1.7177778,3.1712823,435,542
161,74,1,0.0,0.0,664,542
161,75,5,1.5592139,2.9070086,1161,544
161,109,6,1.4314817,3.0391455,856,546
161,111,4,1.0901283,2.1141882,968,546
161,125,6,1.6957551,3.831966,1043,546
161,114,1,1.9820514,1.9820514,348,547
161,112,11,1.801865,3.1712823,436,548
161,51,2,0.3303419,0.6606838,445,546
161,39,1,0.0,0.0,558,547
161,118,5,2.114188,2.6427352,608,547
161,82,4,1.9820514,2.6427352,897,546
161,52,1,0.26427352,0.26427352,952,546
161,105,6,0.94698006,3.0391455,1086,547
161,72,8,1.6186752,2.7748718,1090,547
161,124,2,1.6517096,1.7177778,1271,548
161,41,6,1.0791168,2.5105984,796,550
161,106,4,1.8829489,2.5105984,906,550
161,58,1,1.7177778,1.7177778,107,551
161,67,2,2.3123932,2.5105984,113,550
161,105,8,1.4204702,2.7748718,306,552
161,49,6,0.90293455,3.4355557,385,550
161,52,2,1.7838463,2.1141882,450,552
161,116,6,1.8278918,3.5676925,458,552
161,68,9,1.6590505,3.0391455,586,551
161,64,6,1.1011397,2.7748718,634,551
161,52,4,2.3454275,2.7748718,792,552
161,65,8,1.7177778,4.2283764,985,552
161,70,6,1.49755,3.9641027,1000,552
161,104,6,2.3123934,3.3034189,1067,552
161,125,2,2.1141882,3.5676925,1072,550
161,73,4,2.7088037,3.4355557,1092,552
161,68,2,2.1141882,2.9070086,60,552
161,48,1,1.0570941,1.0570941,802,552
161,93,2,1.0570941,2.1141882,864,553
161,77,6,1.695755,3.4355557,132,556
161,59,2,1.1231625,2.1141882,471,554
161,109,3,1.8939604,2.2463248,695,554
161,101,10,1.9291967,4.0962396,716,556
161,98,4,2.1141882,2.9070086,225,557
161,65,6,1.6517094,3.6998293,464,558
161,123,4,2.1472223,3.3034189,628,560
161,119,6,0.9910257,2.7748718,852,559
161,62,6,1.9820515,3.831966,857,558
161,113,4,1.7838463,2.6427352,362,562
161,106,2,1.5856411,2.5105984,725,562
161,42,2,0.52854705,1.0570941,588,562
161,57,8,1.8664317,2.9070086,643,563
161,48,2,0.72675216,0.7928206,852,563
161,75,2,0.6606838,0.92495733,980,562
161,113,5,1.1628034,2.7748718,996,563
161,76,1,1.1892308,1.1892308,346,565
161,58,2,1.1231625,1.1892308,900,566
161,79,5,1.2156582,2.7748718,202,567
161,58,4,1.222265,2.5105984,328,567
161,50,3,0.88091177,1.1892308,804,568
161,65,5,1.5327864,2.5105984,335,569
161,61,3,1.9820514,2.7748718,396,569
161,97,1,0.13213676,0.13213676,404,569
161,113,1,2.7748718,2.7748718,482,569
161,122,7,1.0948476,3.1712823,546,569
161,86,4,1.4865384,2.6427352,640,568
161,55,5,1.2156582,2.5105984,862,570
161,138,3,1.4094588,3.6998293,1205,570
161,99,1,1.3213676,1.3213676,197,571
161,97,1,2.2463248,2.2463248,299,571
161,105,6,2.026097,3.1712823,339,572
161,100,2,0.7928206,1.5856411,358,570
161,119,4,1.8499146,2.5105984,384,570
161,106,10,1.4535043,2.6427352,492,572
161,71,7,1.3402443,2.6427352,766,572
161,52,2,2.5766668,2.6427352,818,571
161,84,9,1.7471416,3.3034189,830,571
161,44,19,1.265731,3.3034189,408,576
161,79,4,1.3544018,2.7748718,534,573
161,49,4,1.9820514,3.1712823,644,572
161,31,4,0.8258547,1.7177778,710,574
161,103,4,1.2883334,2.9070086,770,572
161,104,2,0.59461546,0.92495733,870,572
161,116,2,1.1892309,1.5856411,918,572
161,127,6,2.3123934,4.360513,938,573
161,42,8,1.4865385,2.9070086,681,576
161,64,5,2.6691628,3.5676925,732,576
161,67,6,1.3433903,3.3034189,954,576
161,106,2,1.5856411,2.3784616,1164,574
161,112,8,1.5856411,2.9070086,74,578
161,49,1,0.0,0.0,200,579
161,101,6,1.4755272,3.0391455,300,580
161,52,4,2.246325,3.1712823,330,580
161,103,4,2.0481198,2.9070086,540,578
161,114,5,2.3784616,4.756923,834,580
161,68,6,1.5636183,3.1712823,526,581
161,115,2,1.1231625,1.3213676,1166,581
161,118,2,1.7177777,2.2463248,232,582
161,59,8,0.8093377,2.6427352,457,584
161,47,4,2.0150857,3.6998293,568,582
161,29,1,0.0,0.0,660,583
161,113,2,1.0570941,1.7177778,844,582
161,119,8,1.6847436,3.831966,917,583
161,76,8,1.3544018,2.9070086,77,586
161,84,4,2.1802564,2.9070086,104,584
161,76,9,1.8792784,3.5676925,188,586
161,114,9,0.8955935,2.9070086,338,585
161,45,1,1.4535043,1.4535043,690,585
161,75,2,1.1231625,1.1892308,747,584
161,60,4,1.7177778,2.9070086,894,584
161,66,6,1.9380059,3.0391455,956,586
161,124,4,3.0391455,4.4926496,982,586
161,71,2,0.3964103,0.7928206,770,586
161,108,6,0.7707978,2.5105984,772,587
161,105,4,1.0901282,2.5105984,858,588
161,117,3,1.1892308,1.8499147,881,586
161,61,4,2.8079062,4.4926496,326,588
161,48,1,0.26427352,0.26427352,431,588
161,108,3,0.88091165,2.2463248,457,589
161,102,9,1.1305033,2.7748718,515,590
161,120,6,0.9469802,1.5856411,1028,590
161,88,8,1.9490172,4.88906,1111,589
161,107,6,1.5415955,2.7748718,223,590
161,106,6,1.7618235,2.3784616,554,591
161,41,11,1.885952,4.0962396,672,591
161,124,6,1.1451852,2.7748718,1210,592
161,73,8,2.2298079,4.360513,403,593
161,63,6,1.585641,3.3034189,802,593
161,110,1,0.3964103,0.3964103,841,593
161,120,4,1.8829488,3.3034189,1008,594
161,125,6,1.5856413,2.9070086,1184,594
161,62,3,1.4535042,2.9070086,533,594
161,46,3,1.8058691,2.6427352,629,596
161,100,2,1.585641,2.2463248,882,595
161,75,1,1.8499147,1.8499147,961,595
161,53,2,1.2552992,1.3213676,306,596
161,96,2,1.4535043,2.2463248,424,597
161,71,6,1.6737323,3.4355557,726,597
161,54,2,2.44453,2.6427352,848,597
161,59,17,1.7877326,3.831966,870,598
161,49,3,0.5725927,1.0570941,960,597
161,122,8,1.8168805,3.6998293,968,598
161,77,9,1.7177778,3.5676925,1116,597
161,68,9,1.5856411,2.5105984,222,600
161,110,4,1.3874359,2.3784616,520,598
161,43,4,1.0901282,2.2463248,890,600
161,103,4,1.750812,3.0391455,1148,598
161,94,2,0.52854705,1.0570941,89,600
161,45,8,1.949017,4.4926496,720,601
161,100,2,0.26427352,0.3964103,904,600
161,105,11,1.6817406,3.4355557,273,603
161,56,7,1.6611478,3.3034189,307,603
161,51,2,2.7088037,3.0391455,312,602
161,43,5,1.1892308,3.0391455,417,604
161,128,8,1.3544018,2.9070086,786,603
161,133,4,3.303419,3.831966,1126,602
161,75,5,1.3477949,2.7748718,281,605
161,63,4,1.3213676,2.6427352,324,605
161,102,2,1.5856411,1.8499147,339,604
161,98,4,1.3874359,2.9070086,452,604
161,125,6,2.5105984,3.3034189,1048,606
161,125,4,2.9070086,4.0962396,1108,606
161,125,4,1.2883334,2.7748718,150,607
161,53,1,1.0570941,1.0570941,214,607
161,117,10,1.7045641,2.9070086,267,608
161,56,10,1.3742224,3.0391455,438,608
161,97,2,0.7928206,1.5856411,474,607
161,57,4,1.4535043,2.6427352,750,606
161,107,2,2.0481198,3.5676925,387,608
161,69,6,1.5415956,2.9070086,981,608
161,58,2,2.3123932,3.0391455,202,611
161,63,3,1.1451852,1.3213676,293,612
161,50,2,1.5856411,1.7177778,522,610
161,32,2,2.1802564,2.3784616,626,610
161,54,6,1.805869,3.3034189,758,612
161,71,4,2.7088034,3.9641027,260,612
161,69,1,2.1141882,2.1141882,442,613
161,31,6,1.7398006,3.1712823,672,613
161,9,1,0.0,0.0,730,612
161,124,1,2.3784616,2.3784616,166,614
161,48,1,1.1892308,1.1892308,361,614
161,53,4,2.807906,3.3034189,576,616
161,57,3,1.2332764,2.7748718,770,614
161,115,1,2.3784616,2.3784616,452,617
161,69,3,1.2332765,3.1712823,1156,618
161,70,6,1.5195727,2.9070086,152,618
161,128,4,2.4775643,3.3034189,184,618
161,65,5,1.9291967,3.1712823,218,620
161,75,9,1.600323,4.756923,333,619
161,84,6,1.4755273,3.1712823,342,619
161,65,1,2.3784616,2.3784616,379,618
161,83,8,1.9325001,3.5676925,412,619
161,116,3,1.8058691,3.3034189,469,618
161,63,8,2.0150857,3.3034189,823,619
161,53,4,1.8168803,3.0391455,938,620
161,63,10,1.7309916,3.3034189,966,620
161,80,6,1.4755269,4.0962396,1218,620
161,65,6,1.8939601,2.7748718,317,622
161,111,4,2.3123932,2.9070086,512,622
161,24,2,1.6517096,1.7177778,686,621
161,103,8,0.90844023,2.5105984,891,621
161,96,2,0.46247867,0.92495733,913,622
161,63,2,1.3874359,1.9820514,453,622
161,59,9,1.8352329,2.7748718,474,624
161,59,1,2.2463248,2.2463248,979,623
161,123,3,2.2903705,2.7748718,168,625
161,41,8,1.5526068,4.0962396,644,626
161,44,2,0.3303419,0.52854705,859,626
161,58,3,1.1892308,1.9820514,1080,625
161,62,6,2.4225075,3.5676925,433,627
161,101,2,0.9910257,1.0570941,456,626
161,32,2,2.3784616,2.5105984,611,628
161,111,6,1.1011397,2.9070086,447,630
161,61,6,1.7398008,3.4355557,571,628
161,32,4,2.3784618,3.0391455,724,630
161,120,9,1.7030959,3.3034189,891,629
161,118,4,2.2132907,3.3034189,186,632
161,59,4,2.609701,3.4355557,258,632
161,75,6,2.0701425,4.4926496,926,632
161,100,4,1.8499147,2.5105984,834,632
161,123,6,2.2903707,4.2283764,934,635
161,114,6,1.4755272,2.5105984,938,636
161,126,9,2.4812348,4.360513,426,638
161,27,4,1.9820514,3.0391455,616,638
161,80,7,1.774408,4.88906,870,637
161,101,4,1.0901283,2.5105984,362,638
161,54,16,1.8003633,3.9641027,437,642
161,25,6,1.3654132,2.7748718,610,639
161,102,2,1.2552992,1.4535043,994,638
161,87,4,2.5105984,3.6998293,1050,638
161,116,4,2.0811539,2.6427352,340,640
161,100,6,1.8499149,3.831966,1078,641
161,59,2,1.0570941,1.1892308,231,642
161,85,4,1.4535044,2.1141882,318,644
161,88,6,0.99102575,3.1712823,498,644
161,49,6,2.0481198,3.1712823,584,643
161,30,6,1.585641,3.4355557,680,643
161,70,2,2.5105984,2.6427352,964,644
161,66,6,1.2993448,3.0391455,1147,642
161,47,4,1.4865386,2.3784616,356,645
161,92,2,1.0570941,1.1892308,402,645
161,92,9,1.2185946,4.4926496,433,646
161,88,5,2.246325,2.9070086,511,645
161,72,4,1.4535044,3.9641027,922,647
161,82,11,1.165206,2.6427352,1070,647
161,123,6,1.3433903,3.3034189,142,650
161,106,6,1.9820514,3.1712823,502,648
161,11,1,0.0,0.0,760,648
161,62,8,1.4535043,2.7748718,790,650
161,130,6,2.2463248,3.5676925,994,652
161,83,6,1.9159831,4.2283764,1024,652
161,53,1,0.7928206,0.7928206,1141,650
161,125,6,1.4755272,3.9641027,382,653
161,39,4,1.6847438,2.6427352,688,652
161,93,1,0.0,0.0,799,652
161,102,8,1.3378847,3.6998293,874,654
161,47,4,1.1892308,2.7748718,970,654
161,63,6,0.9029345,2.5105984,197,654
161,56,2,1.1892308,1.7177778,207,656
161,76,4,1.8499147,3.0391455,412,654
161,115,9,1.4535043,3.1712823,519,655
161,113,2,2.1802566,3.1712823,54,656
161,114,6,1.607664,2.9070086,776,658
161,66,6,1.2993448,2.9070086,814,658
161,76,8,1.7838463,4.2283764,872,658
161,139,6,1.8058691,4.360513,319,658
161,72,4,2.3454275,3.4355557,412,658
161,67,4,1.915983,3.3034189,424,660
161,100,6,1.7398008,3.5676925,531,660
161,110,4,0.9579915,2.5105984,1038,658
161,63,6,1.7398006,3.3034189,970,661
161,111,7,2.0953114,3.3034189,420,664
161,114,9,1.5122318,3.4355557,1134,665
161,93,7,0.8305739,1.8499147,324,665
161,58,6,1.6296867,2.6427352,353,664
161,80,1,3.5676925,3.5676925,375,664
161,57,12,1.4865385,3.831966,464,666
161,36,3,1.9380059,3.0391455,741,665
161,59,1,1.4535043,1.4535043,150,666
161,97,5,0.9249573,2.7748718,240,667
161,100,8,1.9655342,4.2283764,256,667
161,131,4,2.6757693,3.4355557,318,668
161,72,6,1.7398006,3.5676925,527,666
161,35,4,2.1802564,2.7748718,762,666
161,60,2,2.5105984,2.6427352,885,666
161,110,6,1.9820514,3.5676925,1007,666
161,112,2,0.52854705,0.7928206,436,670
161,67,6,1.4535044,4.2283764,524,670
161,113,6,0.9249573,2.7748718,974,670
161,85,7,1.4535042,2.9070086,264,672
161,46,2,0.52854705,0.6606838,452,672
161,37,4,2.1141882,2.5105984,604,670
161,107,6,1.2552993,2.9070086,370,674
161,68,5,1.6384958,2.7748718,943,673
161,116,8,1.7177778,3.3034189,339,675
161,77,4,2.3454275,3.9641027,512,674
161,77,4,2.0150857,3.4355557,542,676
161,90,1,0.0,0.0,823,675
161,61,6,1.9380058,3.831966,136,678
161,102,2,0.72675216,1.1892308,181,676
161,63,4,2.4114957,2.7748718,472,678
161,127,5,1.6120685,3.1712823,518,676
161,32,2,1.1892309,1.5856411,610,678
161,97,4,3.0061111,4.0962396,216,680
161,65,7,1.4535044,2.6427352,273,680
161,54,6,1.3654132,3.4355557,425,680
161,53,2,1.1892308,1.7177778,228,682
161,100,2,2.1141882,2.1141882,336,682
161,65,4,2.213291,3.6998293,430,680
161,103,2,0.8588889,1.7177778,993,682
161,45,1,0.0,0.0,226,682
161,123,2,1.4535043,2.2463248,258,682
161,98,14,1.3119293,4.2283764,680,684
161,64,8,1.3544018,2.6427352,872,683
161,54,2,0.52854705,0.92495733,1122,683
161,64,4,1.9490172,2.9070086,490,686
161,42,2,0.13213676,0.26427352,1122,685
161,122,6,2.3344162,3.5676925,282,688
161,69,6,1.9159832,3.5676925,472,688
161,69,5,1.8499146,3.9641027,844,688
161,69,6,0.9910257,3.0391455,1246,687
161,76,4,1.4204702,1.9820514,348,690
161,103,6,0.94698006,2.6427352,457,688
161,108,10,1.5327864,3.4355557,683,690
161,41,8,1.6847436,3.6998293,760,690
161,119,7,1.9254211,4.756923,776,690
161,48,2,1.1231625,1.1892308,814,689
161,41,2,0.8588889,1.7177778,970,690
161,69,6,2.3564389,3.3034189,147,690
161,54,4,2.7418377,3.831966,484,692
161,116,6,1.4314815,2.6427352,276,694
161,6,2,0.6606838,1.3213676,638,692
161,66,2,2.1141882,2.6427352,1002,694
161,57,5,1.6384958,2.3784616,1220,693
161,81,5,2.2727523,2.7748718,67,694
161,69,4,3.4025216,3.6998293,252,696
161,53,7,1.8499147,2.7748718,295,695
161,61,5,2.0613334,2.7748718,308,694
161,117,6,1.2332765,2.6427352,338,696
161,32,6,1.5636182,3.3034189,635,694
161,103,27,1.0864578,4.4926496,688,698
161,64,4,1.8829489,2.7748718,850,694
161,92,9,1.8792784,3.5676925,893,695
161,127,6,2.224302,3.6998293,310,700
161,120,4,2.1141882,2.5105984,362,698
161,124,6,1.695755,3.9641027,1076,700
161,58,4,1.1892309,2.1141882,186,700
161,49,1,0.7928206,0.7928206,463,700
161,107,4,2.6757693,2.9070086,340,704
161,67,1,1.4535043,1.4535043,1010,702
161,110,9,1.7911873,3.3034189,1137,704
161,128,8,1.7838463,2.5105984,323,705
161,59,6,1.2332765,2.5105984,334,704
161,47,4,2.3784616,3.3034189,614,704
161,101,4,2.1141882,2.6427352,878,704
161,50,4,0.8919231,2.5105984,136,706
161,75,8,1.915983,2.9070086,150,707
161,59,8,1.4865386,3.1712823,315,708
161,104,4,1.3213675,3.0391455,946,706
161,130,7,0.9815874,3.5676925,953,708
161,55,8,1.7342949,3.4355557,464,710
161,39,6,1.585641,3.6998293,631,708
161,99,19,1.52305,4.6247864,697,710
